EmployeeID,EmployeeName,Employee_ID,Name,Department,Monthly_Salary,Income_Tax,PF_Contribution,Insurance_Deduction,Other_Deductions,Net_Salary,Rent_Expense,Grocery_Expense,EMI_or_Loan_Payment,Entertainment_Expense,Other_Expenses,Savings_Amount,Investments,Total_Expenditure,Profit,Class
EMP10182,Priya Trivedi,25,Employee_25,Tech,79323,3823,9688,1814,2690,60959,17854,6739,4395,4517,3858,17853,3398,37134,2546,Medium
EMP10183,Myra Yadav,39,Employee_39,Tech,58304,4230,7174,2869,4234,40314,10660,5447,13637,2866,1906,2754,11988,34386,-7939,Low
EMP10184,Deepak Chaudhary,33,Employee_33,Finance,109412,7801,13118,1712,2182,84043,16394,5167,8105,5033,2019,3869,2566,36449,41170,High
EMP10185,Vihaan Khan,0,Employee_1,Marketing,113453,6878,13555,2504,2720,88434,9063,4837,2425,1781,3759,19864,2490,21450,44276,High
EMP10186,Arjun Kapoor,27,Employee_27,HR,51430,2899,6001,2053,1163,37834,18816,4566,1014,5912,1300,9568,7576,31807,-10801,Low
EMP10187,Amit Thakur,12,Employee_13,Tech,65143,8152,7879,1663,1412,45063,9823,6614,2807,4766,1037,10374,9024,24548,225,Low
EMP10188,Neha Verma,41,Employee_41,Sales,74520,10566,8681,1242,2650,49773,7778,7735,4217,1320,1506,16088,6578,22878,4965,Medium
EMP10189,Amit Sethi,3,Employee_3,Sales,85518,6218,10256,2192,2764,63927,18388,3147,12248,2363,3906,16058,6748,39621,1016,Low
EMP10190,Amit Khan,38,Employee_39,Tech,59030,4194,7133,2906,4282,40673,10616,5482,13444,2876,1958,2637,11796,34618,-8133,Low
EMP10191,Aarav Sharma,6,Employee_6,Sales,38399,2005,4704,1445,2877,27392,6209,4903,14098,1812,2561,11142,8293,29772,-21150,Low
EMP10192,Sara Bansal,8,Employee_8,Sales,50652,4966,6092,1542,2340,36623,16330,5659,13840,1486,1891,3214,14149,38903,-18938,Low
EMP10193,Nikhil Chaudhary,27,Employee_27,HR,50247,2789,6048,2044,1120,38110,19149,4558,1111,5985,1328,9919,7630,31726,-9991,Low
EMP10194,Kavya Chopra,9,Employee_9,Tech,82036,6298,9940,1460,3019,62454,8453,7040,6269,6387,2862,6826,5341,31549,18210,High
EMP10195,Vihaan Pandey,37,Employee_37,Tech,84043,12173,9936,2522,1789,58024,9038,4340,13027,2592,4616,15485,1274,33357,5999,Medium
EMP10196,Sneha Sharma,33,Employee_33,Finance,108771,7761,13086,1718,2085,85227,16134,5068,8550,5012,2031,3547,2366,36759,41182,High
EMP10197,Sara Pillai,42,Employee_42,Marketing,87640,9699,10552,2057,1412,63195,11372,7793,3152,3202,1174,16366,1122,25961,20339,High
EMP10198,Myra Verma,44,Employee_44,Sales,116609,15669,14092,2455,2926,81331,13063,5623,10745,4305,2327,15272,12449,36497,17702,High
EMP10199,Shaurya Gupta,24,Employee_24,Tech,41922,5988,5108,2755,2405,26529,7854,6337,7812,4814,1853,15208,1915,28612,-19862,Low
EMP10200,Aditya Bansal,16,Employee_15,Sales,99762,14547,11937,2884,4776,66107,5125,7858,5366,4931,1059,5695,7212,24371,29693,High
EMP10201,Anika Jain,32,Employee_32,Sales,70064,9801,8273,1195,1596,48471,9359,3945,14311,1851,4041,6968,5395,33764,2303,Low
EMP10202,Diya Jain,32,Employee_32,Sales,69997,9888,8282,1203,1637,47756,9259,3944,14657,1886,4039,7429,5524,34049,1048,Low
EMP10203,Sai Agarwal,25,Employee_24,Tech,42274,5986,5178,2743,2420,25690,7788,6326,7860,4836,1904,15061,1865,29016,-20493,Low
EMP10204,Ishaan Kapoor,41,Employee_41,Sales,74138,10598,8760,1221,2593,49068,7834,7787,4306,1368,1430,16313,6583,22973,4698,Medium
EMP10205,Deepak Yadav,48,Employee_49,Marketing,95246,8261,11453,1309,580,72969,19586,3783,12860,4480,1890,7594,14307,42409,8995,Medium
EMP10206,Ananya Saxena,50,Employee_49,Marketing,94407,8534,11372,1319,508,72796,19656,3793,12738,4604,1860,7655,14120,42608,8079,Medium
EMP10207,Nikhil Bansal,12,Employee_12,Marketing,81233,7116,9737,1968,4810,56146,9216,7515,14081,1075,3809,5554,12295,35331,3588,Medium
EMP10208,Sai Agarwal,39,Employee_39,Tech,59819,4047,7105,2862,4258,40316,10841,5511,13498,2867,1976,2580,11886,34558,-7615,Low
EMP10209,Aditya Khan,2,Employee_2,Marketing,86388,4671,10311,1213,2299,66446,8893,7176,9871,1269,3286,8445,12727,30420,17197,High
EMP10210,Rahul Pillai,3,Employee_3,Sales,85152,6003,10236,2243,2693,64254,18425,3098,12493,2303,3855,15414,6514,39785,2689,Low
EMP10211,Anika Sharma,50,Employee_49,Marketing,95569,8400,11469,1296,542,73040,19489,3864,12816,4391,1881,7651,14232,42716,8677,Medium
EMP10212,Vihaan Jain,37,Employee_37,Tech,83638,12279,10024,2536,1771,57971,8606,4303,13075,2431,4652,15471,1310,33205,6204,Medium
EMP10213,Kavya Verma,49,Employee_49,Marketing,95131,8472,11421,1320,477,73123,19533,3908,12679,4460,1884,7826,13986,42680,8392,Medium
EMP10214,Ananya Singh,17,Employee_17,Tech,47606,5420,5611,2944,1833,31709,9580,7387,14099,5948,2777,8972,9847,39825,-28063,Low
EMP10215,Priya Arora,49,Employee_49,Marketing,94817,8667,11444,1320,529,72869,19556,3873,12676,4542,1871,7780,14099,42347,8777,Medium
EMP10216,Diya Patel,2,Employee_2,Marketing,85922,4421,10354,1174,2291,67230,8684,7098,9992,1363,3314,8574,12903,30524,15906,High
EMP10217,Aditya Khan,2,Employee_2,Marketing,85219,4569,10237,1186,2243,67034,8879,7127,9753,1317,3324,8456,12915,30055,16421,High
EMP10218,Rohit Verma,28,Employee_28,Sales,103676,7771,12564,2219,851,81574,15439,3644,6734,6350,3376,19212,6112,35806,20590,High
EMP10219,Aditya Arora,24,Employee_23,HR,67678,6438,7949,2788,1122,47492,12094,7496,1635,1419,3665,19796,14566,26350,-13192,Low
EMP10220,Diya Gupta,37,Employee_37,Tech,82128,12152,9899,2538,1799,57210,8940,4357,13085,2424,4615,15348,1489,33250,6411,Medium
EMP10221,Myra Kapoor,32,Employee_32,Sales,70364,9839,8370,1223,1616,48902,9534,3973,14621,1971,4041,7275,5525,33883,2101,Low
EMP10222,Sara Yadav,33,Employee_33,Finance,108888,7777,13148,1708,2107,85499,16383,5182,8343,4960,2021,3615,2577,36713,39997,High
EMP10223,Riya Mishra,1,Employee_1,Marketing,112717,6967,13542,2515,2801,87673,8998,4894,2203,1919,3748,20010,2548,21699,43439,High
EMP10224,Diya Chaudhary,19,Employee_19,HR,33384,3654,3979,1470,2283,22708,4928,3508,11669,6130,1211,9644,2189,27694,-17964,Low
EMP10225,Anika Jain,2,Employee_2,Marketing,84678,4414,10143,1190,2338,66309,8850,7102,10019,1284,3282,8580,12647,30464,15456,High
EMP10226,Arjun Chopra,44,Employee_44,Sales,116743,15873,13957,2457,2978,82273,13530,5484,10743,4352,2359,15178,12367,36417,17482,High
EMP10227,Krishna Rana,26,Employee_26,Marketing,68515,4992,8223,1139,4999,50646,6199,5455,879,1439,3393,17269,9275,17416,5853,Medium
EMP10228,Riya Sethi,32,Employee_32,Sales,69307,9747,8214,1208,1639,49249,9373,3992,14637,1780,4025,6782,5385,33670,1432,Low
EMP10229,Pooja Trivedi,5,Employee_6,Sales,39599,2156,4679,1440,2866,27760,6205,4823,14282,1855,2574,11169,8366,29606,-21982,Low
EMP10230,Myra Sharma,32,Employee_32,Sales,69682,9848,8262,1232,1621,47104,9243,3889,14466,1879,4071,7148,5402,33696,1183,Low
EMP10231,Rohit Agarwal,4,Employee_4,Sales,50390,3586,6011,2552,3240,35106,6441,3791,6328,1718,2447,12929,10693,20868,-9520,Low
EMP10232,Sara Chaudhary,12,Employee_11,HR,97333,9628,11706,2530,902,71565,19089,3868,2487,6054,1605,15850,10805,33205,11817,High
EMP10233,Diya Kapoor,17,Employee_17,Tech,47255,5337,5512,2919,1981,30705,9432,7277,14474,5922,2751,9144,9745,39272,-28115,Low
EMP10234,Vivaan Patel,38,Employee_38,Finance,73530,9342,8900,1850,2518,50728,9611,4341,12828,6822,1466,14539,1532,34864,346,Low
EMP10235,Kavya Pillai,23,Employee_24,Tech,41767,6031,4954,2724,2396,26424,7512,6329,8201,4943,1860,14935,1658,28609,-19876,Low
EMP10236,Ananya Das,5,Employee_5,Tech,36399,4437,4170,2121,1438,23916,11300,3523,9071,3316,4350,13754,10656,31693,-33361,Low
EMP10237,Ishaan Pillai,34,Employee_34,HR,65967,3661,7867,1646,1529,50784,15353,5130,2715,4525,3250,16077,10116,31424,-5606,Low
EMP10238,Diya Patel,6,Employee_6,Sales,38834,2134,4643,1427,2881,27835,6200,4933,14155,1933,2579,11071,8498,30012,-21724,Low
EMP10239,Reyansh Chopra,22,Employee_22,Tech,37779,3272,4522,1718,1372,26136,8902,4539,3027,5520,2783,6491,7941,25181,-12524,Low
EMP10240,Shaurya Verma,12,Employee_11,HR,95593,9745,11529,2526,879,72685,18959,3887,2606,6074,1642,15820,10740,32853,11621,High
EMP10241,Myra Verma,48,Employee_48,Finance,35840,2669,4228,1972,1084,26147,12439,6447,14331,6092,3345,8527,12657,42981,-38777,Low
EMP10242,Vivaan Kulkarni,16,Employee_16,Tech,60228,3663,7482,2774,1181,46131,6138,6951,13458,1543,4071,19366,13559,32098,-18495,Low
EMP10243,Reyansh Das,33,Employee_33,Finance,108803,7874,13197,1718,2149,84333,16170,5155,8042,5098,1977,3526,2629,36968,41934,High
EMP10244,Sneha Nair,9,Employee_9,Tech,82053,6405,9832,1411,3079,61931,8540,7106,6423,6182,2871,6937,5240,31136,19402,High
EMP10245,Ishaan Reddy,6,Employee_6,Sales,39959,2136,4546,1455,2939,28022,6189,4944,14060,1844,2560,11073,8359,29809,-20978,Low
EMP10246,Ananya Sharma,16,Employee_16,Tech,61385,3366,7225,2787,1161,45498,6394,6946,13417,1514,4156,19351,13610,32609,-18856,Low
EMP10247,Sara Mishra,29,Employee_29,Sales,56541,6706,6859,1649,2414,39037,9220,6214,2125,6513,3599,11665,8610,27949,-9798,Low
EMP10248,Deepak Khan,3,Employee_3,Sales,84284,6073,10107,2193,2793,63683,18254,3103,12532,2313,3836,16008,6589,39837,1059,Low
EMP10249,Aditya Kapoor,20,Employee_20,Finance,72706,4267,8788,1486,2723,56309,16056,7033,3475,5525,1534,17535,4935,33556,1271,Low
EMP10250,Nikhil Reddy,36,Employee_36,Marketing,35594,2874,4300,2817,803,24238,19542,5948,3497,6636,2063,5346,7153,37954,-26059,Low
EMP10251,Shaurya Mehta,20,Employee_19,HR,31363,3543,3784,1471,2272,21577,5234,3604,11665,6229,1183,9560,2284,28005,-17885,Low
EMP10252,Reyansh Agarwal,25,Employee_26,Marketing,69518,4951,8015,1114,4948,49154,5858,5590,968,1455,3392,17392,9084,17411,5673,Medium
EMP10253,Sanjay Gupta,3,Employee_3,Sales,85017,6068,10267,2177,2752,64510,18332,3143,12482,2299,3845,15818,6762,39942,1590,Low
EMP10254,Sai Chaudhary,19,Employee_19,HR,32058,3510,3786,1478,2340,21730,5207,3581,11691,6069,1347,9092,2151,27966,-18525,Low
EMP10255,Shaurya Pandey,20,Employee_20,Finance,73449,4324,8799,1516,2739,56122,15901,7016,3511,5413,1515,17742,4780,33198,1584,Low
EMP10256,Kavya Joshi,32,Employee_32,Sales,69838,10011,8369,1214,1594,48878,9251,3903,14539,1885,4063,7184,5572,33454,1255,Low
EMP10257,Aarav Mishra,6,Employee_7,Tech,51936,4515,6243,1391,2721,36237,16433,3562,10174,6236,1674,19259,13100,37921,-33114,Low
EMP10258,Pooja Mishra,41,Employee_41,Sales,73745,10425,8958,1244,2632,50584,7987,7768,4428,1315,1457,16479,6763,22719,4436,Medium
EMP10259,Riya Iyer,33,Employee_33,Finance,110017,7654,13258,1684,2229,83805,16132,5176,8121,5071,2038,3572,2546,36885,40310,High
EMP10260,Riya Malhotra,40,Employee_40,Marketing,82505,6748,9870,2761,1139,62064,17978,5228,5647,6156,3082,15297,12205,38217,-3400,Low
EMP10261,Reyansh Sharma,39,Employee_39,Tech,59128,4118,6909,2891,4278,39950,10884,5511,13142,2867,1936,2603,11775,34503,-9008,Low
EMP10262,Reyansh Pandey,18,Employee_18,Sales,71790,6478,8342,2363,3519,49256,12321,7192,7433,2049,2028,9443,2211,30976,7494,Medium
EMP10263,Sara Jain,40,Employee_40,Marketing,83061,6743,9884,2750,1076,61167,17567,5271,5854,6318,3091,14975,12077,38079,-4183,Low
EMP10264,Nikhil Verma,1,Employee_1,Marketing,114124,6957,13555,2509,2757,87630,9092,4868,2382,1855,3708,19466,2353,21692,43976,High
EMP10265,Arjun Trivedi,10,Employee_11,HR,95541,9578,11660,2532,820,72833,19040,3938,2644,6106,1682,15993,10618,33582,12177,High
EMP10266,Nikhil Gupta,29,Employee_28,Sales,104078,7741,12517,2219,779,80257,15043,3682,6807,6297,3373,19006,6269,35559,20077,High
EMP10267,Sai Jain,25,Employee_25,Tech,79990,3920,9655,1789,2742,62244,17917,6796,4730,4501,3852,17767,3526,38016,2064,Medium
EMP10268,Nikhil Pandey,50,Employee_50,Marketing,90940,5022,11071,1521,1528,72137,12634,4204,13143,4744,3670,19465,10022,38110,3143,Medium
EMP10269,Kavya Khan,23,Employee_23,HR,65639,6513,8125,2755,1190,48801,12301,7488,1836,1399,3670,19707,14621,26506,-13167,Low
EMP10270,Sai Agarwal,32,Employee_31,Marketing,63146,5319,7329,1308,4110,43896,18592,7478,11616,3449,3519,19199,953,44485,-20252,Low
EMP10271,Vivaan Saxena,31,Employee_30,HR,39197,2144,4838,2243,1273,28991,6189,7450,3302,5223,2056,6390,6666,24164,-9290,Low
EMP10272,Ananya Malhotra,43,Employee_42,Marketing,87019,9641,10517,2043,1481,62560,11059,7707,3050,3004,1193,16612,1094,26568,19851,High
EMP10273,Aditya Das,35,Employee_35,Tech,43949,2590,5423,2802,1762,32863,13813,3351,13891,4092,3424,6739,7776,38282,-21441,Low
EMP10274,Arjun Thakur,7,Employee_7,Tech,51721,4500,6142,1405,2754,36089,16503,3600,10056,6069,1769,19400,12894,37951,-33653,Low
EMP10275,Krishna Singh,17,Employee_16,Tech,61597,3528,7242,2792,1142,47405,6416,7019,13231,1601,4050,19251,13571,32521,-18709,Low
EMP10276,Deepak Chaudhary,26,Employee_26,Marketing,69945,4946,8286,1095,4970,50169,6081,5550,969,1427,3371,17653,9255,17137,5558,Medium
EMP10277,Priya Jain,49,Employee_48,Finance,36540,2703,4271,1974,1119,25612,12863,6490,14422,6145,3329,8275,12693,43093,-39235,Low
EMP10278,Pooja Trivedi,49,Employee_49,Marketing,94270,8403,11310,1310,551,72730,19580,3845,12999,4517,1860,7837,14202,42471,8621,Medium
EMP10279,Sneha Chopra,2,Employee_2,Marketing,84979,4602,10219,1220,2238,66479,8886,7150,9973,1261,3297,8199,12722,30306,14188,High
EMP10280,Arjun Chaudhary,1,Employee_1,Marketing,114151,6811,13747,2518,2760,87279,9095,4859,2309,1905,3773,20081,2407,21923,44470,High
EMP10281,Neha Das,48,Employee_48,Finance,37197,2671,4444,1956,1148,26660,12162,6348,14373,6271,3332,8276,12734,43161,-38426,Low
EMP10282,Rohit Gupta,12,Employee_12,Marketing,81327,7102,9532,1935,4903,57475,9091,7502,14325,1052,3847,5732,12135,36251,3207,Medium
EMP10283,Sara Singh,5,Employee_5,Tech,36169,4190,4278,2102,1504,22838,11327,3643,8993,3428,4363,13780,10578,31668,-32546,Low
EMP10284,Aarav Mehta,37,Employee_37,Tech,85254,12258,9929,2530,1827,56565,8940,4394,13023,2549,4628,14945,1371,33711,6917,Medium
EMP10285,Riya Jain,32,Employee_32,Sales,69014,9892,8257,1228,1568,48138,9258,3897,14454,1855,4029,6631,5107,33644,2040,Low
EMP10286,Rahul Yadav,9,Employee_9,Tech,82554,6470,9814,1451,3023,61655,8532,7064,6558,6345,2898,6730,5376,31280,18588,High
EMP10287,Aditya Verma,41,Employee_41,Sales,72459,10552,8753,1242,2644,50588,8341,7705,4385,1229,1458,16476,6434,22861,4177,Medium
EMP10288,Sanjay Das,34,Employee_35,Tech,44254,2561,5381,2799,1723,32703,13860,3291,13518,4120,3341,6888,8050,38238,-20652,Low
EMP10289,Nikhil Mishra,19,Employee_19,HR,33422,3481,3837,1463,2325,21529,5059,3554,11547,6220,1303,9472,2026,27631,-18263,Low
EMP10290,Aditya Sharma,48,Employee_48,Finance,34825,2542,4383,1998,1136,25907,12419,6394,14285,6162,3359,8237,12849,42827,-37023,Low
EMP10291,Shaurya Verma,16,Employee_16,Tech,61656,3399,7412,2786,1176,46103,6249,7046,13210,1506,4161,19298,13559,32361,-18290,Low
EMP10292,Priya Patel,4,Employee_3,Sales,84624,6296,10303,2241,2832,64365,18061,3013,12754,2343,3877,15800,6559,39913,2569,Low
EMP10293,Aditya Iyer,20,Employee_20,Finance,73846,4216,8727,1507,2784,55067,16069,6979,3472,5472,1525,17469,4938,33473,169,Low
EMP10294,Aarav Verma,24,Employee_24,Tech,43558,6087,4973,2771,2415,25598,7695,6323,7971,4937,1896,15329,2138,28657,-20564,Low
EMP10295,Riya Reddy,33,Employee_33,Finance,109236,7870,13058,1699,2176,85148,16084,5134,8345,5045,2035,3672,2540,36810,41456,High
EMP10296,Sai Kapoor,24,Employee_24,Tech,41383,6025,5090,2727,2455,26896,7798,6334,7823,4991,1872,15058,2193,28898,-20070,Low
EMP10297,Sanjay Das,11,Employee_11,HR,96901,9626,11610,2542,849,72257,19180,3855,2344,6227,1664,15923,10638,33231,12370,High
EMP10298,Myra Patel,50,Employee_49,Marketing,94384,8476,11424,1288,566,72727,19789,3913,12606,4454,1861,8007,14051,42868,8623,Medium
EMP10299,Rahul Trivedi,8,Employee_8,Sales,51579,5027,6133,1570,2272,35748,16341,5641,13506,1454,1934,2824,14221,39386,-19816,Low
EMP10300,Nikhil Reddy,36,Employee_36,Marketing,35281,2860,4331,2831,769,25011,19745,5926,3448,6560,2010,5436,6718,37932,-24864,Low
EMP10301,Sai Malhotra,38,Employee_38,Finance,73155,9512,8729,1841,2545,51324,9198,4281,12743,6744,1421,14533,1674,34379,706,Low
EMP10302,Diya Das,40,Employee_40,Marketing,83010,6888,9906,2775,1102,62198,17615,5310,5723,6211,3077,15320,12221,38235,-2919,Low
EMP10303,Manish Das,20,Employee_20,Finance,73239,4070,8846,1483,2750,56057,15956,6860,3667,5481,1535,17343,4905,33633,774,Low
EMP10304,Nikhil Sethi,35,Employee_35,Tech,44473,2645,5203,2810,1710,32357,13724,3243,13685,4137,3363,6984,7898,38354,-20936,Low
EMP10305,Manish Mishra,48,Employee_48,Finance,35785,2737,4476,1984,1111,26164,12077,6393,14602,6227,3376,8783,12839,43073,-37295,Low
EMP10306,Rahul Khan,24,Employee_25,Tech,79004,3941,9507,1818,2701,61879,17922,6666,4819,4414,3864,18188,3310,37434,3304,Medium
EMP10307,Pooja Verma,35,Employee_35,Tech,43798,2697,5315,2801,1657,31561,13903,3190,13612,4032,3382,6942,7901,38483,-21466,Low
EMP10308,Vivaan Kulkarni,25,Employee_25,Tech,79861,4026,9601,1818,2682,61582,17654,6649,4841,4450,3869,17593,3735,37648,1405,Medium
EMP10309,Reyansh Jain,29,Employee_29,Sales,57402,6774,6750,1660,2474,39694,9319,6241,2172,6553,3647,11410,8427,28011,-8939,Low
EMP10310,Nikhil Das,18,Employee_18,Sales,69428,6224,8515,2357,3560,49358,12252,7187,7361,1970,2071,9257,1878,31172,8377,Medium
EMP10311,Anika Singh,46,Employee_46,Tech,70212,5478,8386,1871,3177,50333,12421,6528,7368,6596,1859,18693,8796,34550,-11956,Low
EMP10312,Krishna Chaudhary,18,Employee_18,Sales,71925,6339,8491,2381,3566,49516,12137,7301,7458,2014,2005,9274,2110,30742,8004,Medium
EMP10313,Reyansh Reddy,2,Employee_2,Marketing,84877,4732,10121,1214,2356,67140,8782,7157,9763,1235,3261,8489,12698,30230,15639,High
EMP10314,Rahul Reddy,35,Employee_35,Tech,44205,2378,5310,2850,1785,30756,14019,3301,13828,3855,3433,6948,7896,38110,-21357,Low
EMP10315,Sneha Verma,16,Employee_16,Tech,60688,3579,7455,2795,1124,47717,6419,6957,13547,1664,4125,19496,13651,32390,-18823,Low
EMP10316,Ananya Bansal,41,Employee_41,Sales,73700,10633,8799,1248,2647,51913,7870,7763,4091,1394,1454,16182,6591,22676,4499,Medium
EMP10317,Myra Gupta,37,Employee_36,Marketing,36423,2789,4280,2842,835,25213,19841,5943,3184,6590,1987,5207,6972,37759,-24998,Low
EMP10318,Aditya Pillai,34,Employee_33,Finance,109375,7847,13071,1693,2123,84478,15998,5120,8038,4988,2016,3583,2462,36889,42745,High
EMP10319,Krishna Pillai,4,Employee_4,Sales,49878,3546,6009,2580,3298,35225,6655,3796,6203,1844,2481,13296,10998,21041,-9895,Low
EMP10320,Rohit Reddy,33,Employee_33,Finance,109274,7813,13133,1699,2212,83592,16241,5142,8340,5002,1970,3625,2490,36964,41524,High
EMP10321,Sneha Pandey,13,Employee_14,Tech,96207,13763,11626,2781,2924,65390,18878,7153,9858,2608,1658,14138,13475,39912,-2819,Low
EMP10322,Krishna Bansal,21,Employee_21,HR,82725,5797,9990,1179,4027,62296,10683,6531,6819,4940,4510,3911,11975,33544,13459,High
EMP10323,Ananya Kapoor,48,Employee_48,Finance,36888,2699,4183,1976,1092,26490,12339,6337,14589,5998,3352,8526,12549,42696,-37491,Low
EMP10324,Shaurya Singh,20,Employee_20,Finance,73159,4345,8844,1485,2763,55719,15842,6999,3907,5354,1520,17230,5038,33477,302,Low
EMP10325,Krishna Das,8,Employee_8,Sales,50892,4938,6187,1552,2279,36867,16107,5639,13801,1423,1935,2843,14115,39094,-20910,Low
EMP10326,Sneha Nair,7,Employee_7,Tech,51216,4406,6145,1428,2649,36884,16537,3666,10070,6259,1692,19229,13081,37905,-34464,Low
EMP10327,Nikhil Khan,3,Employee_3,Sales,84549,6163,10026,2227,2734,63194,18385,2994,12276,2295,3840,15903,6660,40118,1344,Low
EMP10328,Vivaan Khan,17,Employee_17,Tech,48539,5400,5593,2917,1866,31042,9283,7323,14472,5955,2712,9047,9852,39696,-27765,Low
EMP10329,Manish Singh,34,Employee_33,Finance,108665,7843,13071,1672,2219,84321,16174,5122,8139,5072,2030,3606,2662,36876,41085,High
EMP10330,Sanjay Mishra,48,Employee_48,Finance,36059,2560,4286,1996,1066,25548,12541,6414,14361,6136,3329,8518,12681,42885,-37956,Low
EMP10331,Shaurya Kulkarni,12,Employee_12,Marketing,80881,7168,9691,1974,4862,57318,9178,7537,13969,1138,3814,5909,12066,35652,2591,Medium
EMP10332,Reyansh Mishra,23,Employee_22,Tech,38428,3590,4408,1710,1392,27017,8920,4621,3128,5366,2806,6609,7929,24854,-12489,Low
EMP10333,Krishna Gupta,21,Employee_22,Tech,37086,3393,4547,1698,1386,27571,9147,4573,3009,5342,2829,6687,7904,24688,-12263,Low
EMP10334,Reyansh Bansal,45,Employee_46,Tech,70988,5455,8286,1882,3129,50874,12677,6694,7099,6579,1885,18727,8903,34856,-12235,Low
EMP10335,Nikhil Thakur,30,Employee_30,HR,39466,1975,4833,2255,1351,29427,6362,7397,3222,5236,2054,5987,6699,24274,-7305,Low
EMP10336,Diya Verma,38,Employee_38,Finance,72698,9435,8967,1824,2592,50349,9330,4338,12958,6797,1399,14510,1838,34749,-563,Low
EMP10337,Aditya Mishra,38,Employee_38,Finance,72773,9484,8935,1847,2568,51371,9618,4325,12876,6693,1422,14424,1662,34827,-604,Low
EMP10338,Amit Nair,44,Employee_45,HR,101607,6383,12340,1847,3692,78360,16310,4423,10262,5613,2209,15250,9753,38509,15645,High
EMP10339,Reyansh Singh,7,Employee_8,Sales,50930,5097,6182,1557,2333,36696,16063,5649,13975,1474,1955,3217,14280,39286,-19353,Low
EMP10340,Shaurya Kulkarni,27,Employee_27,HR,51490,2667,5993,2014,1185,37857,18998,4487,1264,5921,1245,9979,7492,32023,-9811,Low
EMP10341,Riya Malhotra,27,Employee_27,HR,49911,2748,5954,2040,1132,39166,18843,4440,1083,5771,1312,9582,7512,31676,-11185,Low
EMP10342,Ishaan Nair,34,Employee_34,HR,67309,3517,7797,1710,1591,51774,15256,5143,2559,4531,3238,16121,10043,31055,-5327,Low
EMP10343,Deepak Thakur,21,Employee_21,HR,83682,5858,9954,1181,4086,62340,10594,6559,6699,4843,4551,3572,12108,33388,13292,High
EMP10344,Sanjay Verma,30,Employee_30,HR,40725,2096,4879,2273,1316,29066,6339,7414,3380,5213,2099,6305,6745,24212,-9092,Low
EMP10345,Myra Kulkarni,33,Employee_33,Finance,109507,7839,13245,1697,2140,84931,16477,5197,8314,4895,2034,3731,2636,36720,42273,High
EMP10346,Anika Saxena,27,Employee_28,Sales,105519,7932,12456,2251,731,81409,14985,3680,6911,6410,3417,18756,6146,35387,20506,High
